symbol,price,signal,target,stop,strategy,confidence,risk_reward,position_size,expected_loss,time
DOGEIRT,0.200387,buy,0.203393,0.197381,MAfast>MAslow,0.6,1.0,3326.89579,10.000649,2025-10-15T13:58:06.445523
BTCIRT,111576.932781,buy,113250.586773,109903.278789,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:08.251072
ETHIRT,4048.314141,buy,4109.038853,3987.589429,MAfast>MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:09.031651
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:10.812614
XRPIRT,2.474786,sell,2.437664,2.511908,MAfast<MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:58:11.499903
DOGEIRT,0.200434,buy,0.203441,0.197427,MAfast>MAslow,0.6,1.0,3326.115662,10.00163,2025-10-15T13:58:12.045196
BTCIRT,111571.516268,buy,113245.089012,109897.943524,MAfast>MAslow,0.6,1.0,0.005975,9.999597,2025-10-15T13:58:13.790750
ETHIRT,4048.314141,buy,4109.038853,3987.589429,MAfast>MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:14.513459
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:15.496515
XRPIRT,2.474786,sell,2.437664,2.511908,MAfast<MAslow,0.6,1.0,269.383562,10.000057,2025-10-15T13:58:16.466379
DOGEIRT,0.200998,buy,0.204013,0.197983,MAfast>MAslow,0.6,1.0,3316.782588,10.0001,2025-10-15T13:58:17.243335
BTCIRT,111545.334753,buy,113218.514774,109872.154732,MAfast>MAslow,0.6,1.0,0.005977,10.000597,2025-10-15T13:58:19.189661
ETHIRT,4047.364158,buy,4108.07462,3986.653696,MAfast>MAslow,0.6,1.0,0.164716,9.999984,2025-10-15T13:58:19.714939
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:58:20.181173
XRPIRT,2.478867,sell,2.441684,2.51605,MAfast<MAslow,0.6,1.0,268.940071,9.999999,2025-10-15T13:58:23.864926
DOGEIRT,0.200998,buy,0.204013,0.197983,MAfast>MAslow,0.6,1.0,3316.782588,10.0001,2025-10-15T13:58:24.472291
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:26.400835
ETHIRT,4048.314141,sell,3987.589429,4109.038853,MAfast<MAslow,0.6,1.0,0.164678,10.000024,2025-10-15T13:58:27.296392
BNBIRT,1174.756554,sell,1157.135206,1192.377902,MAfast<MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T13:58:27.904008
XRPIRT,2.478867,buy,2.51605,2.441684,MAfast>MAslow,0.6,1.0,268.940071,9.999999,2025-10-15T13:58:28.629849
DOGEIRT,0.199386,buy,0.202377,0.196395,MAfast>MAslow,0.6,1.0,3343.59818,10.000702,2025-10-15T13:58:29.402525
BTCIRT,111550.750014,buy,113224.011264,109877.488764,MAfast>MAslow,0.6,1.0,0.005976,9.999409,2025-10-15T13:58:31.173726
ETHIRT,4047.364158,buy,4087.8378,4006.890516,RSI<30,0.7,1.0,0.247074,9.999985,2025-10-15T13:58:31.872312
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:58:32.408752
XRPIRT,2.478285,sell,2.453502,2.503068,RSI>70,0.7,1.0,403.504843,10.000061,2025-10-15T13:58:32.997032
DOGEIRT,0.199386,sell,0.196395,0.202377,MAfast<MAslow,0.6,1.0,3343.59818,10.000702,2025-10-15T13:58:36.741405
BTCIRT,111488.464729,buy,113160.7917,109816.137758,MAfast>MAslow,0.6,1.0,0.00598,10.000515,2025-10-15T13:58:38.391719
ETHIRT,4047.364158,buy,4087.8378,4006.890516,RSI<30,0.7,1.0,0.247074,9.999985,2025-10-15T13:58:39.090291
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:39.754437
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:40.511082
DOGEIRT,0.199433,sell,0.196442,0.202424,MAfast<MAslow,0.6,1.0,3342.8102,9.998345,2025-10-15T13:58:40.974117
BTCIRT,111480.297966,buy,113152.502435,109808.093497,MAfast>MAslow,0.6,1.0,0.00598,9.999783,2025-10-15T13:58:42.565608
ETHIRT,4060.649696,sell,3999.739951,4121.559441,MAfast<MAslow,0.6,1.0,0.164177,9.999979,2025-10-15T13:58:44.178033
BNBIRT,1174.480884,buy,1186.225693,1162.736075,RSI<30,0.7,1.0,0.85144,10.0,2025-10-15T13:58:45.156285
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:46.379571
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:46.824081
BTCIRT,111576.932799,buy,113250.586791,109903.278807,MAfast>MAslow,0.6,1.0,0.005975,10.000083,2025-10-15T13:58:48.396904
ETHIRT,4061.602797,buy,4122.526839,4000.678755,MAfast>MAslow,0.6,1.0,0.164139,10.000011,2025-10-15T13:58:48.983415
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:49.629250
XRPIRT,2.479444,sell,2.45465,2.504238,RSI>70,0.7,1.0,403.316227,9.999823,2025-10-15T13:58:50.370619
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:50.925329
BTCIRT,111576.932799,sell,110461.163471,112692.702127,RSI>70,0.7,1.0,0.008962,9.999525,2025-10-15T13:58:52.505784
ETHIRT,4061.602797,buy,4122.526839,4000.678755,MAfast>MAslow,0.6,1.0,0.164139,10.000011,2025-10-15T13:58:53.196012
BNBIRT,1174.756554,buy,1186.50412,1163.008988,RSI<30,0.7,1.0,0.85124,9.999998,2025-10-15T13:58:53.830550
XRPIRT,2.480112,sell,2.455311,2.504913,RSI>70,0.7,1.0,403.207597,9.999952,2025-10-15T13:58:54.860187
DOGEIRT,0.199896,sell,0.196898,0.202894,MAfast<MAslow,0.6,1.0,3335.067568,9.998533,2025-10-15T13:58:55.555148
BTCIRT,111575.925541,buy,113249.564424,109902.286658,MAfast>MAslow,0.6,1.0,0.005975,9.999992,2025-10-15T13:58:57.260051
ETHIRT,4061.566131,buy,4122.489623,4000.642639,MAfast>MAslow,0.6,1.0,0.16414,9.999982,2025-10-15T13:58:57.909044
BNBIRT,1174.671719,buy,1186.418436,1162.925002,RSI<30,0.7,1.0,0.851302,10.000004,2025-10-15T13:58:58.639332
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:00.398992
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:01.004533
BTCIRT,111498.411753,buy,113170.887929,109825.935577,MAfast>MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:02.586425
ETHIRT,4044.32282,buy,4104.987662,3983.657978,MAfast>MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:03.284898
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:03.954765
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:04.800403
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:05.760680
BTCIRT,111498.411753,buy,113170.887929,109825.935577,MAfast>MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:07.527563
ETHIRT,4044.32282,buy,4104.987662,3983.657978,MAfast>MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:08.222547
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:08.883708
XRPIRT,2.479933,sell,2.455134,2.504732,RSI>70,0.7,1.0,403.2367,9.999867,2025-10-15T13:59:09.530849
DOGEIRT,0.199882,sell,0.196884,0.20288,MAfast<MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:10.195202
BTCIRT,111391.948032,buy,113062.827252,109721.068812,MAfast>MAslow,0.6,1.0,0.005985,10.000212,2025-10-15T13:59:11.730063
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:12.234779
BNBIRT,1174.671719,sell,1157.051643,1192.291795,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:12.820113
XRPIRT,2.47953,sell,2.454735,2.504325,RSI>70,0.7,1.0,403.302239,9.999879,2025-10-15T13:59:13.454814
DOGEIRT,0.199849,sell,0.196851,0.202847,MAfast<MAslow,0.6,1.0,3335.851902,10.000884,2025-10-15T13:59:14.224687
BTCIRT,111545.334753,sell,109872.154732,113218.514774,MAfast<MAslow,0.6,1.0,0.005977,10.000597,2025-10-15T13:59:15.936222
ETHIRT,4043.665788,sell,3983.010801,4104.320775,MAfast<MAslow,0.6,1.0,0.164867,10.000006,2025-10-15T13:59:16.656257
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:59:17.355049
XRPIRT,2.47953,sell,2.454735,2.504325,RSI>70,0.7,1.0,403.302239,9.999879,2025-10-15T13:59:18.040145
DOGEIRT,0.199849,sell,0.196851,0.202847,MAfast<MAslow,0.6,1.0,3335.851902,10.000884,2025-10-15T13:59:18.693519
BTCIRT,111545.334753,sell,109872.154732,113218.514774,MAfast<MAslow,0.6,1.0,0.005977,10.000597,2025-10-15T13:59:20.315628
ETHIRT,4043.665788,sell,3983.010801,4104.320775,MAfast<MAslow,0.6,1.0,0.164867,10.000006,2025-10-15T13:59:20.936909
BNBIRT,1174.480884,sell,1156.863671,1192.098097,MAfast<MAslow,0.6,1.0,0.567627,10.000006,2025-10-15T13:59:21.602071
XRPIRT,2.47953,sell,2.454735,2.504325,RSI>70,0.7,1.0,403.302239,9.999879,2025-10-15T13:59:22.075460
DOGEIRT,0.199849,sell,0.196851,0.202847,MAfast<MAslow,0.6,1.0,3335.851902,10.000884,2025-10-15T13:59:22.647444
BTCIRT,111391.948032,sell,109721.068812,113062.827252,MAfast<MAslow,0.6,1.0,0.005985,10.000212,2025-10-15T13:59:24.322605
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:24.969350
BNBIRT,1174.67171,sell,1157.051634,1192.291786,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:25.734372
XRPIRT,2.481224,sell,2.456412,2.506036,RSI>70,0.7,1.0,403.026893,9.999903,2025-10-15T13:59:26.496070
DOGEIRT,0.199882,buy,0.201881,0.197883,RSI<30,0.7,1.0,5002.951742,10.000901,2025-10-15T13:59:27.230438
BTCIRT,111391.948032,sell,109721.068812,113062.827252,MAfast<MAslow,0.6,1.0,0.005985,10.000212,2025-10-15T13:59:28.721354
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:29.198675
BNBIRT,1174.67171,sell,1157.051634,1192.291786,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:29.670317
XRPIRT,2.481224,sell,2.456412,2.506036,RSI>70,0.7,1.0,403.026893,9.999903,2025-10-15T13:59:30.138126
DOGEIRT,0.199882,buy,0.201881,0.197883,RSI<30,0.7,1.0,5002.951742,10.000901,2025-10-15T13:59:30.582975
BTCIRT,111498.411753,sell,109825.935577,113170.887929,MAfast<MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:32.049689
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:35.562128
BNBIRT,1174.67171,sell,1157.051634,1192.291786,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:36.025397
XRPIRT,2.481224,sell,2.456412,2.506036,RSI>70,0.7,1.0,403.026893,9.999903,2025-10-15T13:59:36.465796
DOGEIRT,0.199882,sell,0.197883,0.201881,RSI>70,0.7,1.0,5002.951742,10.000901,2025-10-15T13:59:36.964950
BTCIRT,111498.411753,sell,109825.935577,113170.887929,MAfast<MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:38.524211
ETHIRT,4044.32282,sell,3983.657978,4104.987662,MAfast<MAslow,0.6,1.0,0.16484,9.999993,2025-10-15T13:59:39.057235
BNBIRT,1174.67171,sell,1157.051634,1192.291786,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:39.601938
XRPIRT,2.481224,sell,2.456412,2.506036,RSI>70,0.7,1.0,403.026893,9.999903,2025-10-15T13:59:41.145139
DOGEIRT,0.199882,sell,0.197883,0.201881,RSI>70,0.7,1.0,5002.951742,10.000901,2025-10-15T13:59:41.621613
BTCIRT,111498.411753,sell,109825.935577,113170.887929,MAfast<MAslow,0.6,1.0,0.005979,9.999735,2025-10-15T13:59:43.118153
ETHIRT,4044.324129,sell,3983.659267,4104.988991,MAfast<MAslow,0.6,1.0,0.16484,9.999996,2025-10-15T13:59:43.582756
BNBIRT,1174.671701,buy,1192.291777,1157.051625,MAfast>MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:44.047314
XRPIRT,2.481224,sell,2.456412,2.506036,RSI>70,0.7,1.0,403.026893,9.999903,2025-10-15T13:59:44.524242
DOGEIRT,0.199882,sell,0.197883,0.201881,RSI>70,0.7,1.0,5002.951742,10.000901,2025-10-15T13:59:45.991958
BTCIRT,111481.304133,sell,109809.084571,113153.523695,MAfast<MAslow,0.6,1.0,0.00598,9.999873,2025-10-15T13:59:47.474902
ETHIRT,4043.703602,buy,4084.140638,4003.266566,RSI<30,0.7,1.0,0.247298,9.999998,2025-10-15T13:59:47.969839
BNBIRT,1174.491466,sell,1156.874094,1192.108838,MAfast<MAslow,0.6,1.0,0.567622,10.000008,2025-10-15T13:59:48.629548
XRPIRT,2.480861,sell,2.456052,2.50567,RSI>70,0.7,1.0,403.085864,10.000157,2025-10-15T13:59:49.097845
DOGEIRT,0.199851,buy,0.20185,0.197852,RSI<30,0.7,1.0,5003.727777,10.002452,2025-10-15T13:59:49.554374
BTCIRT,111540.891858,sell,109867.77848,113214.005236,MAfast<MAslow,0.6,1.0,0.005977,10.000199,2025-10-15T13:59:54.163490
ETHIRT,4044.324138,buy,4084.767379,4003.880897,RSI<30,0.7,1.0,0.24726,9.999996,2025-10-15T13:59:54.625520
BNBIRT,1174.671701,buy,1192.291777,1157.051625,MAfast>MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:55.098227
XRPIRT,2.481242,sell,2.45643,2.506054,RSI>70,0.7,1.0,403.023969,9.999831,2025-10-15T13:59:55.545456
DOGEIRT,0.199882,buy,0.20288,0.196884,MAfast>MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:56.033758
BTCIRT,111563.459108,buy,113236.910995,109890.007221,MAfast>MAslow,0.6,1.0,0.005976,10.000548,2025-10-15T13:59:57.507175
ETHIRT,4044.324264,buy,4084.767507,4003.881021,RSI<30,0.7,1.0,0.24726,9.999996,2025-10-15T13:59:57.984525
BNBIRT,1174.671701,sell,1157.051625,1192.291777,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T13:59:58.467782
XRPIRT,2.481242,buy,2.518461,2.444023,MAfast>MAslow,0.6,1.0,268.682646,10.000099,2025-10-15T13:59:58.927254
DOGEIRT,0.199882,buy,0.20288,0.196884,MAfast>MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T13:59:59.379830
BTCIRT,111540.891858,buy,113214.005236,109867.77848,MAfast>MAslow,0.6,1.0,0.005977,10.000199,2025-10-15T14:00:00.895369
ETHIRT,4044.324264,buy,4084.767507,4003.881021,RSI<30,0.7,1.0,0.24726,9.999996,2025-10-15T14:00:01.371870
BNBIRT,1174.671701,sell,1157.051625,1192.291777,MAfast<MAslow,0.6,1.0,0.567534,9.999992,2025-10-15T14:00:01.836327
XRPIRT,2.481242,sell,2.45643,2.506054,RSI>70,0.7,1.0,403.023969,9.999831,2025-10-15T14:00:02.278749
DOGEIRT,0.199882,buy,0.20288,0.196884,MAfast>MAslow,0.6,1.0,3335.301161,9.999233,2025-10-15T14:00:02.771777
BTCIRT,111506.464215,buy,113179.061178,109833.867252,MAfast>MAslow,0.6,1.0,0.005979,10.000457,2025-10-15T14:00:07.342611
ETHIRT,4044.616356,sell,3983.947111,4105.285601,MAfast<MAslow,0.6,1.0,0.164828,9.99999,2025-10-15T14:00:07.816434
BNBIRT,1174.756536,buy,1192.377884,1157.135188,MAfast>MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T14:00:08.303454
XRPIRT,2.481421,sell,2.456607,2.506235,RSI>70,0.7,1.0,402.994897,9.999915,2025-10-15T14:00:09.868582
DOGEIRT,0.200137,sell,0.198136,0.202138,RSI>70,0.7,1.0,4996.577345,9.998151,2025-10-15T14:00:10.305203
BTCIRT,111572.627968,buy,113246.217388,109899.038548,MAfast>MAslow,0.6,1.0,0.005975,9.999697,2025-10-15T14:00:11.779697
ETHIRT,4044.616356,sell,3983.947111,4105.285601,MAfast<MAslow,0.6,1.0,0.164828,9.99999,2025-10-15T14:00:12.184246
BNBIRT,1174.756554,buy,1192.377902,1157.135206,MAfast>MAslow,0.6,1.0,0.567493,9.999992,2025-10-15T14:00:12.636983
XRPIRT,2.481421,sell,2.456607,2.506235,RSI>70,0.7,1.0,402.994897,9.999915,2025-10-15T14:00:13.087705
DOGEIRT,0.200134,sell,0.198133,0.202135,RSI>70,0.7,1.0,4996.652243,9.998301,2025-10-15T14:00:13.587727
BTCIRT,111545.438956,buy,113218.62054,109872.257372,MAfast>MAslow,0.6,1.0,0.005977,10.000606,2025-10-15T14:00:15.056566
ETHIRT,4043.703737,sell,3983.048181,4104.359293,MAfast<MAslow,0.6,1.0,0.164865,9.999978,2025-10-15T14:00:15.527894
BNBIRT,1174.491484,buy,1192.108856,1156.874112,MAfast>MAslow,0.6,1.0,0.567622,10.000008,2025-10-15T14:00:15.982277
XRPIRT,2.480879,sell,2.45607,2.505688,RSI>70,0.7,1.0,403.08294,10.000085,2025-10-15T14:00:16.488716
DOGEIRT,0.200088,sell,0.198087,0.202089,RSI>70,0.7,1.0,4997.800968,10.0006,2025-10-15T14:00:16.930187
BTCIRT,111545.438956,buy,113218.62054,109872.257372,MAfast>MAslow,0.6,1.0,0.005977,10.000606,2025-10-15T14:00:18.429911
ETHIRT,4043.703737,sell,3983.048181,4104.359293,MAfast<MAslow,0.6,1.0,0.164865,9.999978,2025-10-15T14:00:18.929819
BNBIRT,1174.491484,sell,1156.874112,1192.108856,MAfast<MAslow,0.6,1.0,0.567622,10.000008,2025-10-15T14:00:19.429749
XRPIRT,2.480879,sell,2.45607,2.505688,RSI>70,0.7,1.0,403.08294,10.000085,2025-10-15T14:00:19.879349
DOGEIRT,0.201314,sell,0.199301,0.203327,RSI>70,0.7,1.0,4967.364416,9.999305,2025-10-15T14:00:21.343862
BTCIRT,111514.732057,buy,113187.453038,109842.011076,MAfast>MAslow,0.6,1.0,0.005978,9.999526,2025-10-15T14:00:24.863923
ETHIRT,4061.675246,sell,4021.058494,4102.291998,RSI>70,0.7,1.0,0.246204,10.000007,2025-10-15T14:00:25.368571
BNBIRT,1174.777765,buy,1192.399431,1157.156099,MAfast>MAslow,0.6,1.0,0.567483,9.999996,2025-10-15T14:00:25.828183
XRPIRT,2.480879,sell,2.45607,2.505688,RSI>70,0.7,1.0,403.08294,10.000085,2025-10-15T14:00:26.358552
DOGEIRT,0.200448,buy,0.203455,0.197441,MAfast>MAslow,0.6,1.0,3325.883355,10.000931,2025-10-15T14:00:26.998349
BTCIRT,111572.627959,sell,110456.901679,112688.354239,RSI>70,0.7,1.0,0.008963,10.000255,2025-10-15T14:00:28.461194
ETHIRT,4061.675246,sell,4021.058494,4102.291998,RSI>70,0.7,1.0,0.246204,10.000007,2025-10-15T14:00:28.930932
BNBIRT,1174.777765,buy,1192.399431,1157.156099,MAfast>MAslow,0.6,1.0,0.567483,9.999996,2025-10-15T14:00:29.304054
XRPIRT,2.482775,sell,2.457947,2.507603,RSI>70,0.7,1.0,402.775121,10.000101,2025-10-15T14:00:29.798068
DOGEIRT,0.200497,buy,0.203504,0.19749,MAfast>MAslow,0.6,1.0,3325.070533,9.998487,2025-10-15T14:00:30.257351
BTCIRT,111573.530739,sell,110457.795432,112689.266046,RSI>70,0.7,1.0,0.008963,10.000336,2025-10-15T14:00:31.754593
ETHIRT,4061.675246,sell,4021.058494,4102.291998,RSI>70,0.7,1.0,0.246204,10.000007,2025-10-15T14:00:32.250927
BNBIRT,1174.777765,buy,1192.399431,1157.156099,MAfast>MAslow,0.6,1.0,0.567483,9.999996,2025-10-15T14:00:32.729282
XRPIRT,2.486865,sell,2.461996,2.511734,RSI>70,0.7,1.0,402.1127,10.000141,2025-10-15T14:00:33.180701
DOGEIRT,0.201318,sell,0.199305,0.203331,RSI>70,0.7,1.0,4967.265719,9.999106,2025-10-15T14:00:33.616271
BTCIRT,111692.29935,sell,110575.376356,112809.222344,RSI>70,0.7,1.0,0.008953,9.999812,2025-10-15T14:00:35.505877
ETHIRT,4061.675246,sell,4021.058494,4102.291998,RSI>70,0.7,1.0,0.246204,10.000007,2025-10-15T14:00:35.963694
BNBIRT,1174.777765,buy,1192.399431,1157.156099,MAfast>MAslow,0.6,1.0,0.567483,9.999996,2025-10-15T14:00:36.477198
XRPIRT,2.486865,sell,2.461996,2.511734,RSI>70,0.7,1.0,402.1127,10.000141,2025-10-15T14:00:36.936989
DOGEIRT,0.202112,sell,0.200091,0.204133,RSI>70,0.7,1.0,4947.751742,9.999406,2025-10-15T14:00:37.398112
BTCIRT,111692.29935,sell,110575.376356,112809.222344,RSI>70,0.7,1.0,0.008953,9.999812,2025-10-15T14:00:38.892886
ETHIRT,4061.675246,sell,4021.058494,4102.291998,RSI>70,0.7,1.0,0.246204,10.000007,2025-10-15T14:00:39.370173
BNBIRT,1174.777765,buy,1192.399431,1157.156099,MAfast>MAslow,0.6,1.0,0.567483,9.999996,2025-10-15T14:00:39.848351
XRPIRT,2.486865,sell,2.461996,2.511734,RSI>70,0.7,1.0,402.1127,10.000141,2025-10-15T14:00:40.243780
